timestamp_utc,send_method,cu_limit,cu_price_micro_lamports,priority_fee_lamports,fee_cap_lamports,recent_fee_min,recent_fee_median,recent_fee_p90,recent_fee_max,recent_tps,recent_slots_per_second,message_size_bytes,instruction_count,account_count,writable_account_count,landed_within_1_slots,landed_within_2_slots,landed_within_3_slots,latency_ms,slot_delta,confirmation_status,rpc_status_has_error,signature,sent_slot,landed_slot
2026-04-15T19:10:40.153862+00:00,rpc,250000,1,1,20,0.0,0.0,0.0,0.0,3323.5825,2.5208333333333335,237,3,3,1,0,0,1,1405.999999999949,3.0,confirmed,0,3FAbdazZZcpgm9ET9fiut4vAhk7wTx653igy9zJUNAWGCMfyZr3yjW1NaaMmeicToNDHFhA5CYw6qLEaHm8Z2NxR,413443750,413443753.0
2026-04-15T19:10:43.493224+00:00,rpc,300000,1,1,20,0.0,0.0,0.0,0.0,3309.4183333333335,2.5233333333333334,237,3,3,1,0,1,1,1312.0000000000118,2.0,confirmed,0,58tQyQKYtA3nVm5nTc7qgCcSjq7Ksz3raD3GQiqhsMoeEob7FZSvpNg4dfNYrZj6JP739n1vbzAGsqiVcNBtYmyV,413443759,413443761.0
2026-04-15T19:10:46.701817+00:00,rpc,200000,1,1,20,0.0,0.0,0.0,0.0,3309.4183333333335,2.5233333333333334,237,3,3,1,0,0,0,2093.9999999999372,4.0,confirmed,0,YU3TVog2HkujyknmMVgDQnr6W18w3b3XthW7sMEEi8UmENQd9GMDA1MDhtX3WgN9PsdVYWCaDLVRcDW7t3yA1va,413443767,413443771.0
2026-04-15T19:10:50.772988+00:00,rpc,160000,1,1,20,0.0,0.0,0.0,0.0,3309.4183333333335,2.5233333333333334,237,3,3,1,0,1,1,1343.0000000000746,2.0,confirmed,0,4LcWgYHX6xd7JT1EXcxmURY6Y7HwryAKGWe1LYWcA29ccp5F8FxoeAgTTj35qvfWrksD3WpYoSmzSfpcyG7E6HMi,413443778,413443780.0
2026-04-15T19:10:54.011523+00:00,rpc,120000,1,1,20,0.0,0.0,0.0,0.0,3309.4183333333335,2.5233333333333334,237,3,3,1,0,0,1,1359.0000000000373,3.0,confirmed,0,5UfFHVkBMTDGXLbti5YRKkUJWow5YYpgCvHKP2Y2EyJNdmt5jY2CNx1tkJcxEJDXHbAnvcrWM5ab2xC8SRD95PkJ,413443784,413443787.0
2026-04-15T19:10:57.251685+00:00,rpc,200000,1,1,20,0.0,0.0,0.0,0.0,3309.4183333333335,2.5233333333333334,237,3,3,1,0,0,1,1390.0000000001,3.0,confirmed,0,3marzbdvksLtgzdi3csam4VC1XUNsVvkWuaXqjrJo8wwgVZvZ71UAg5HW62KRHX3kTjWgzU1erLZH3SAXuiai4ec,413443792,413443795.0
2026-04-15T19:11:00.541534+00:00,rpc,160000,1,1,20,0.0,0.0,0.0,0.0,3309.4183333333335,2.5233333333333334,237,3,3,1,0,1,1,1343.0000000000746,2.0,confirmed,0,4H7VcLYuUQLKD2geX9eEN3N8RcR4CFKJhJQ9C8zxsWd93BmMTgDZC3ATpSNmVaVJD3ZASdiahwZLLmjN1tBJnBed,413443800,413443802.0
2026-04-15T19:11:03.748837+00:00,rpc,250000,1,1,20,0.0,0.0,0.0,0.0,3309.4183333333335,2.5233333333333334,237,3,3,1,0,1,1,500.0,2.0,processed,0,7UjLF8qMCecC57qeANFJKEv123CsrwZD7W3cz8NAbPgu44TofyJep6qJ8x4hHJsEKjyYhPgMt4F2i9iuSuNLrmX,413443808,413443810.0
2026-04-15T19:11:06.167059+00:00,rpc,250000,1,1,20,0.0,0.0,0.0,0.0,3309.4183333333335,2.5233333333333334,237,3,3,1,0,1,1,1343.0000000000746,2.0,confirmed,0,3Svhgo61S8hsHPXAWm6dMTmV1t2hE8AgDXBxqKQdWxvUsYAwvNSjkaUMNdJdrqWagDaiP6EZwKe74BYgoirPgScw,413443815,413443817.0
2026-04-15T19:11:09.434158+00:00,rpc,200000,1,1,20,0.0,0.0,0.0,0.0,3309.4183333333335,2.5233333333333334,237,3,3,1,0,0,0,1422.0000000000255,4.0,confirmed,0,2YCQ3BeMgjERR6WTzwEPoKZvRDHnXyiyq5krSwCNPDHTJychy94hC1oaByvHMPfAHE8vqrJCFCLyzgCyYWQ3vR65,413443823,413443827.0
